,Dialogue,Model,Summary,origin,Annotations,Reference_Summary
79,"Don: The CSS tests are today.
Hank: I know! Have you registered in their system?
Don: No, not yet.
Hank: I'm not sure if I have to fill out all the fields. Most of them don't even apply to Rodney. It's strange that they're incorporating such professional tests for little leaguers.
Don: Hmm... I don't know. I'll check it later tonight when I get home. Apparently it's supposed to be a database of all the young up-and-coming hockey stars. Scouts use that information for future contracts, etc.
Hank: OK, but our kids are 10 years old! They're not signing any contracts for now :)
Don: Well, obviously not, but it's kind of cool that they'll be in a world database of peewee hockey players.
Hank: Yeah, I guess. So apparently the tests are supposed to last 5-8 pm. 3 hours! I'll probably wait and work on the computer.
Don: Bring a blanket :) It can get mighty cold sitting in a rink for 3 hours.
Hank: No shit :) Are you coming.
Don: Well, since you're going anyway, maybe you can take my kid :)
Hank: Hey, that's not fair!
Don: I'll take the kids next time, I promise!
Hank: Yeah, yeah, we'll see. I'll tell you about the tests when I bring Oscar and Roger back.
Don: Ok, thanks again, I owe you.",condigsum,The CSS tests for little leaguers are today. Hank and Don's kids are 10 years old. They have not registered in the system yet. Hank will tell Don about the tests when he brings Oscar and Roger back.,SAMSum,"{'They have not registered in the system yet.': [('They', 'n/a', 'CorefE')]}","The CSS tests for the hockey players are today and will last 3 hours, starting 5pm. Hank will bring his son and Don's son as well. Don is glad."
80,"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!",structure_aware_bart,Janice's son wants Martina to get him a hamster for his birthday. Martina doesn't want to do it.,SAMSum,"{""Janice's son wants Martina to get him a hamster for his birthday."": [('Martina', 'intrinsic', 'EntE')], ""Martina doesn't want to do it."": [(""doesn't want to do"", 'extrinsic', 'Others')]}",Martina advises against getting a hamster. 
81,"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!",bart,Janice's son wants her to get him a hamster for his birthday. Martina advises her not to do it as she got one for her son and it stank up the whole house.,SAMSum,{},Martina advises against getting a hamster. 
82,"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!",condigsum,Janice's son wants her to get him a hamster for his birthday. Martina got one for her son and it stank up the whole house.,SAMSum,{},Martina advises against getting a hamster. 
83,"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!",pegasus,Janice's son is asking her to get him a hamster for his birthday. Martina got one for her son and it stank up the whole house.,SAMSum,{},Martina advises against getting a hamster. 
84,"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!",gpt3_finetune,"Janice son would like her to buy him a hamster as a present. Martina got one for her son, but it was smelly.",SAMSum,{},Martina advises against getting a hamster. 
85,"Whitney: Hello
Hailey:  Hey
Whitney: Have you been to I-max cinemas?
Hailey: Nop
Hailey:  You planning on taking me?
Whitney: Mmmh maybe
Whitney: But it all depends if you will be available the day Aqua man is being released
Hailey:  I'll break the laws to make time for it😂
Whitney: Haha. Then it is a deal
Hailey:  Cool.
Whitney: Before I forget Shadrack and his girlfriend will be accompanying us
Hailey:  Even better.
Whitney: Fine. I guess I will see you then.
Hailey:  Definitely",condigsum,Whitney and Shadrack will take Hailey to I-max cinemas on the day Aqua man is released. Shadrack and his girlfriend will accompany them.,SAMSum,"{'Whitney and Shadrack will take Hailey to I-max cinemas on the day Aqua man is released.': [('Whitney and Shadrack', 'intrinsic', 'EntE')]}",Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.
86,"Whitney: Hello
Hailey:  Hey
Whitney: Have you been to I-max cinemas?
Hailey: Nop
Hailey:  You planning on taking me?
Whitney: Mmmh maybe
Whitney: But it all depends if you will be available the day Aqua man is being released
Hailey:  I'll break the laws to make time for it😂
Whitney: Haha. Then it is a deal
Hailey:  Cool.
Whitney: Before I forget Shadrack and his girlfriend will be accompanying us
Hailey:  Even better.
Whitney: Fine. I guess I will see you then.
Hailey:  Definitely",structure_aware_bart,Whitney and Hailey are going to I-max cinemas on the day Aqua man is being released.,SAMSum,{},Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.
87,"Whitney: Hello
Hailey:  Hey
Whitney: Have you been to I-max cinemas?
Hailey: Nop
Hailey:  You planning on taking me?
Whitney: Mmmh maybe
Whitney: But it all depends if you will be available the day Aqua man is being released
Hailey:  I'll break the laws to make time for it😂
Whitney: Haha. Then it is a deal
Hailey:  Cool.
Whitney: Before I forget Shadrack and his girlfriend will be accompanying us
Hailey:  Even better.
Whitney: Fine. I guess I will see you then.
Hailey:  Definitely",bart,Whitney will take Hailey to I-max cinemas the day Aqua Man is released. Shadrack and his girlfriend will accompany them.,SAMSum,{},Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.
88,"Whitney: Hello
Hailey:  Hey
Whitney: Have you been to I-max cinemas?
Hailey: Nop
Hailey:  You planning on taking me?
Whitney: Mmmh maybe
Whitney: But it all depends if you will be available the day Aqua man is being released
Hailey:  I'll break the laws to make time for it😂
Whitney: Haha. Then it is a deal
Hailey:  Cool.
Whitney: Before I forget Shadrack and his girlfriend will be accompanying us
Hailey:  Even better.
Whitney: Fine. I guess I will see you then.
Hailey:  Definitely",gpt3_finetune,Whitney and Hailey are going to the I-max cinema to see the Aqua man film on a date of its release. Shadrack and his girlfriend will come with them.,SAMSum,{},Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.
89,"Whitney: Hello
Hailey:  Hey
Whitney: Have you been to I-max cinemas?
Hailey: Nop
Hailey:  You planning on taking me?
Whitney: Mmmh maybe
Whitney: But it all depends if you will be available the day Aqua man is being released
Hailey:  I'll break the laws to make time for it😂
Whitney: Haha. Then it is a deal
Hailey:  Cool.
Whitney: Before I forget Shadrack and his girlfriend will be accompanying us
Hailey:  Even better.
Whitney: Fine. I guess I will see you then.
Hailey:  Definitely",pegasus,Whitney will take Hailey to I-max on the day Aqua man is released. Shadrack and his girlfriend will be accompanying them. Hailey will break the laws to make time for it.,SAMSum,{},Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.
90,"Autumn: u sewn anything?
Autumn: show me show me!! :D
Autumn: <file_gif>
Israel: no :(
Israel: haven't had the time yet  ;(
Autumn: ooh :(
Autumn: u need to have pririorities in life!
Autumn: like me - i haven't checked the tests for a month because the dress wouldn't sew itself :D
Israel: you've sewn a dres??
Israel: you didn't show it to me
Autumn: oh didn't i?
Autumn: there will be some photos on the site soon so you'll see it:)
Israel: sure will! can't wait!:D
Autumn: <file_other>
Autumn: haven't i showed you this?
Israel: noo!! it's wonderful!!
Autumn: thanks :)
Israel: can't wait to see the whole dress! :)",structure_aware_bart,Autumn has not sewn a dress yet. She has checked the tests for a month and the dress wouldn't sew itself. She has shown Israel the whole dress.,SAMSum,"{'Autumn has not sewn a dress yet.': [('Autumn', 'intrinsic', 'EntE')], ""She has checked the tests for a month and the dress wouldn't sew itself."": [('has checked', 'intrinsic', 'PredE')], 'She has shown Israel the whole dress.': [('the whole dress', 'intrinsic', 'EntE')]}",Autumn has sewn a dress.
91,"Autumn: u sewn anything?
Autumn: show me show me!! :D
Autumn: <file_gif>
Israel: no :(
Israel: haven't had the time yet  ;(
Autumn: ooh :(
Autumn: u need to have pririorities in life!
Autumn: like me - i haven't checked the tests for a month because the dress wouldn't sew itself :D
Israel: you've sewn a dres??
Israel: you didn't show it to me
Autumn: oh didn't i?
Autumn: there will be some photos on the site soon so you'll see it:)
Israel: sure will! can't wait!:D
Autumn: <file_other>
Autumn: haven't i showed you this?
Israel: noo!! it's wonderful!!
Autumn: thanks :)
Israel: can't wait to see the whole dress! :)",gpt3_finetune,"Autumn hasn't sewn anything. She will show her dress. It will be on the site. She hasn't sewn a dress lately, because she was focusing on the tests.",SAMSum,"{""Autumn hasn't sewn anything."": [('Autumn', 'intrinsic', 'EntE')], 'She will show her dress.': [('She', 'n/a', 'CorefE')], ""She hasn't sewn a dress lately, because she was focusing on the tests."": [(""hasn't sewn"", 'intrinsic', 'PredE')]}",Autumn has sewn a dress.
92,"Autumn: u sewn anything?
Autumn: show me show me!! :D
Autumn: <file_gif>
Israel: no :(
Israel: haven't had the time yet  ;(
Autumn: ooh :(
Autumn: u need to have pririorities in life!
Autumn: like me - i haven't checked the tests for a month because the dress wouldn't sew itself :D
Israel: you've sewn a dres??
Israel: you didn't show it to me
Autumn: oh didn't i?
Autumn: there will be some photos on the site soon so you'll see it:)
Israel: sure will! can't wait!:D
Autumn: <file_other>
Autumn: haven't i showed you this?
Israel: noo!! it's wonderful!!
Autumn: thanks :)
Israel: can't wait to see the whole dress! :)",bart,Israel hasn't sewn anything yet. Autumn hasn't checked the tests for a month because the dress wouldn't sew itself.,SAMSum,{},Autumn has sewn a dress.
93,"Autumn: u sewn anything?
Autumn: show me show me!! :D
Autumn: <file_gif>
Israel: no :(
Israel: haven't had the time yet  ;(
Autumn: ooh :(
Autumn: u need to have pririorities in life!
Autumn: like me - i haven't checked the tests for a month because the dress wouldn't sew itself :D
Israel: you've sewn a dres??
Israel: you didn't show it to me
Autumn: oh didn't i?
Autumn: there will be some photos on the site soon so you'll see it:)
Israel: sure will! can't wait!:D
Autumn: <file_other>
Autumn: haven't i showed you this?
Israel: noo!! it's wonderful!!
Autumn: thanks :)
Israel: can't wait to see the whole dress! :)",condigsum,Autumn hasn't sewn anything yet. She hasn't checked the tests for a month because the dress wouldn't sew itself. She will show Israel the photos of the dress soon.,SAMSum,"{""Autumn hasn't sewn anything yet."": [('Autumn', 'intrinsic', 'EntE')], 'She will show Israel the photos of the dress soon.': [('will show', 'intrinsic', 'PredE')]}",Autumn has sewn a dress.
